producer,producerStageOrder,consumer,consumerStageOrder,producerStorageType,producerTasksPerNode,consumerStorageType,consumerTasksPerNode,SPM,estT_prod,estT_cons
stage_in-sifting,0.5,sifting,1.0,ssd,57,ssd,1,0.1745151272788752,0.0,0.1745151272788752
stage_in-sifting,0.5,sifting,1.0,ssd,58,ssd,1,0.1745151272788752,0.0,0.1745151272788752
stage_in-sifting,0.5,sifting,1.0,ssd,59,ssd,1,0.1745151272788752,0.0,0.1745151272788752
stage_in-sifting,0.5,sifting,1.0,ssd,60,ssd,1,0.1745151272788752,0.0,0.1745151272788752
stage_in-sifting,0.5,sifting,1.0,tmpfs,5,tmpfs,1,0.26187402485487965,0.0,0.26187402485487965
stage_in-sifting,0.5,sifting,1.0,tmpfs,10,tmpfs,1,0.26187402485487965,0.0,0.26187402485487965
stage_in-sifting,0.5,sifting,1.0,tmpfs,15,tmpfs,1,0.26187402485487965,0.0,0.26187402485487965
stage_in-sifting,0.5,sifting,1.0,tmpfs,20,tmpfs,1,0.26187402485487965,0.0,0.26187402485487965
stage_in-sifting,0.5,sifting,1.0,tmpfs,30,tmpfs,1,0.26187402485487965,0.0,0.26187402485487965
stage_in-sifting,0.5,sifting,1.0,tmpfs,35,tmpfs,1,0.26187402485487965,0.0,0.26187402485487965
stage_in-sifting,0.5,sifting,1.0,tmpfs,36,tmpfs,1,0.26187402485487965,0.0,0.26187402485487965
stage_in-sifting,0.5,sifting,1.0,tmpfs,50,tmpfs,1,0.26187402485487965,0.0,0.26187402485487965
stage_in-sifting,0.5,sifting,1.0,tmpfs,52,tmpfs,1,0.26187402485487965,0.0,0.26187402485487965
stage_in-sifting,0.5,sifting,1.0,tmpfs,54,tmpfs,1,0.26187402485487965,0.0,0.26187402485487965
stage_in-sifting,0.5,sifting,1.0,tmpfs,57,tmpfs,1,0.26187402485487965,0.0,0.26187402485487965
stage_in-sifting,0.5,sifting,1.0,tmpfs,58,tmpfs,1,0.26187402485487965,0.0,0.26187402485487965
stage_in-sifting,0.5,sifting,1.0,tmpfs,59,tmpfs,1,0.26187402485487965,0.0,0.26187402485487965
stage_in-sifting,0.5,sifting,1.0,tmpfs,60,tmpfs,1,0.26187402485487965,0.0,0.26187402485487965
stage_in-individuals,0.5,individuals,1.0,beegfs,5,beegfs,30,0.4399620009456786,0.0,0.4399620009456786
stage_in-individuals,0.5,individuals,1.0,beegfs,10,beegfs,30,0.4399620009456786,0.0,0.4399620009456786
stage_in-individuals,0.5,individuals,1.0,beegfs,15,beegfs,30,0.4399620009456786,0.0,0.4399620009456786
stage_in-individuals,0.5,individuals,1.0,beegfs,20,beegfs,30,0.4399620009456786,0.0,0.4399620009456786
stage_in-individuals,0.5,individuals,1.0,beegfs,30,beegfs,30,0.4399620009456786,0.0,0.4399620009456786
stage_in-individuals,0.5,individuals,1.0,beegfs,35,beegfs,30,0.4399620009456786,0.0,0.4399620009456786
stage_in-individuals,0.5,individuals,1.0,beegfs,36,beegfs,30,0.4399620009456786,0.0,0.4399620009456786
stage_in-individuals,0.5,individuals,1.0,beegfs,50,beegfs,30,0.4399620009456786,0.0,0.4399620009456786
stage_in-individuals,0.5,individuals,1.0,beegfs,52,beegfs,30,0.4399620009456786,0.0,0.4399620009456786
stage_in-individuals,0.5,individuals,1.0,beegfs,54,beegfs,30,0.4399620009456786,0.0,0.4399620009456786
stage_in-individuals,0.5,individuals,1.0,beegfs,57,beegfs,30,0.4399620009456786,0.0,0.4399620009456786
stage_in-individuals,0.5,individuals,1.0,beegfs,58,beegfs,30,0.4399620009456786,0.0,0.4399620009456786
stage_in-individuals,0.5,individuals,1.0,beegfs,59,beegfs,30,0.4399620009456786,0.0,0.4399620009456786
stage_in-individuals,0.5,individuals,1.0,beegfs,60,beegfs,30,0.4399620009456786,0.0,0.4399620009456786
stage_in-sifting,0.5,sifting,1.0,beegfs,5,beegfs,1,0.993282733733404,0.0,0.993282733733404
stage_in-sifting,0.5,sifting,1.0,beegfs,10,beegfs,1,0.993282733733404,0.0,0.993282733733404
stage_in-sifting,0.5,sifting,1.0,beegfs,15,beegfs,1,0.993282733733404,0.0,0.993282733733404
stage_in-sifting,0.5,sifting,1.0,beegfs,20,beegfs,1,0.993282733733404,0.0,0.993282733733404
stage_in-sifting,0.5,sifting,1.0,beegfs,30,beegfs,1,0.993282733733404,0.0,0.993282733733404
stage_in-sifting,0.5,sifting,1.0,beegfs,35,beegfs,1,0.993282733733404,0.0,0.993282733733404
stage_in-sifting,0.5,sifting,1.0,beegfs,36,beegfs,1,0.993282733733404,0.0,0.993282733733404
stage_in-sifting,0.5,sifting,1.0,beegfs,50,beegfs,1,0.993282733733404,0.0,0.993282733733404
stage_in-sifting,0.5,sifting,1.0,beegfs,52,beegfs,1,0.993282733733404,0.0,0.993282733733404
stage_in-sifting,0.5,sifting,1.0,beegfs,54,beegfs,1,0.993282733733404,0.0,0.993282733733404
stage_in-sifting,0.5,sifting,1.0,beegfs,57,beegfs,1,0.993282733733404,0.0,0.993282733733404
stage_in-sifting,0.5,sifting,1.0,beegfs,58,beegfs,1,0.993282733733404,0.0,0.993282733733404
stage_in-sifting,0.5,sifting,1.0,beegfs,59,beegfs,1,0.993282733733404,0.0,0.993282733733404
stage_in-sifting,0.5,sifting,1.0,beegfs,60,beegfs,1,0.993282733733404,0.0,0.993282733733404
stage_in-individuals_merge,0.5,individuals_merge,1.0,ssd-ssd,4,ssd,1,1.6728318947451728,1.6680854168707033,0.0047464778744693865
stage_in-individuals_merge,0.5,individuals_merge,1.0,ssd-ssd,6,ssd,1,1.6788875402924204,1.674138555440891,0.004748984851529508
stage_in-individuals_merge,0.5,individuals_merge,1.0,tmpfs-tmpfs,4,tmpfs,1,1.6824591430162221,1.6754025755624529,0.0070565674537692484
stage_in-individuals_merge,0.5,individuals_merge,1.0,tmpfs-tmpfs,6,tmpfs,1,1.6879806200248046,1.6809211403252338,0.007059479699570792
stage_in-mutation_overlap,0.5,mutation_overlap,1.0,ssd-ssd,6,ssd,1,3.3774740824928364,3.3752495843050956,0.0022244981877407965
stage_in-mutation_overlap,0.5,mutation_overlap,1.0,tmpfs-tmpfs,6,tmpfs,1,3.3896827194804904,3.3889240300294303,0.0007586894510598638
stage_in-frequency,0.5,frequency,1.0,ssd-ssd,6,ssd,1,14.539109939159237,14.510071882432895,0.029038056726342524
stage_in-frequency,0.5,frequency,1.0,tmpfs-tmpfs,6,tmpfs,1,14.573470621947779,14.568857813800802,0.004612808146977419
stage_in-individuals_merge,0.5,individuals_merge,1.0,beegfs-ssd,6,ssd,1,270.3936930689447,270.38894408409317,0.004748984851529508
stage_in-sifting,0.5,sifting,1.0,beegfs-ssd,5,ssd,1,270.4205160781371,270.4194812946759,0.0010347834611798609
stage_in-individuals_merge,0.5,individuals_merge,1.0,beegfs-ssd,5,ssd,1,270.4242302795274,270.4194812946759,0.004748984851529508
stage_in-individuals,0.5,individuals,1.0,beegfs-ssd,6,ssd,30,270.4368652959172,270.38894408409317,0.04792121182399021
stage_in-individuals,0.5,individuals,1.0,beegfs-ssd,5,ssd,30,270.4674025064999,270.4194812946759,0.04792121182399021
stage_in-mutation_overlap,0.5,mutation_overlap,1.0,beegfs-ssd,6,ssd,1,270.4863815143337,270.48415701614596,0.0022244981877407965
